"","taxa","localityID","count","region","genus","site","phylum","method","pa","num_samples","num_samples_found","prop_samples_found","primer"
"218","Asterocarpa humilis","NW05",0,"North Wales","Asterocarpa","Rhosneigr","Chordata","visual",0,NA,NA,NA,NA
"219","Asterocarpa humilis","NW06",0,"North Wales","Asterocarpa","Porth Oer","Chordata","visual",0,NA,NA,NA,NA
"220","Asterocarpa humilis","SCH01",0,"Scotland","Asterocarpa","Scourie","Chordata","visual",0,NA,NA,NA,NA
"221","Asterocarpa humilis","SCH02",0,"Scotland","Asterocarpa","Rispond","Chordata","visual",0,NA,NA,NA,NA
"222","Asterocarpa humilis","SCH03",0,"Scotland","Asterocarpa","Skerray","Chordata","visual",0,NA,NA,NA,NA
"223","Asterocarpa humilis","SCH04",0,"Scotland","Asterocarpa","Murkle Bay","Chordata","visual",0,NA,NA,NA,NA
"224","Asterocarpa humilis","SCH05",0,"Scotland","Asterocarpa","Portskerra","Chordata","visual",0,NA,NA,NA,NA
"225","Asterocarpa humilis","SCH07",0,"Scotland","Asterocarpa","Sannick","Chordata","visual",0,NA,NA,NA,NA
"226","Asterocarpa humilis","SCH08",0,"Scotland","Asterocarpa","Wick","Chordata","visual",0,NA,NA,NA,NA
"227","Asterocarpa humilis","SW01",0,"South Wales","Asterocarpa","Aberystwyth","Chordata","visual",0,NA,NA,NA,NA
"228","Asterocarpa humilis","SW02",0,"South Wales","Asterocarpa","Neyland","Chordata","visual",0,NA,NA,NA,NA
"229","Asterocarpa humilis","SW03",0,"South Wales","Asterocarpa","Broad Haven","Chordata","visual",0,NA,NA,NA,NA
"230","Asterocarpa humilis","SW05",0,"South Wales","Asterocarpa","West Angle","Chordata","visual",0,NA,NA,NA,NA
"231","Asterocarpa humilis","SW06",0,"South Wales","Asterocarpa","Monkstone Point","Chordata","visual",0,NA,NA,NA,NA
"232","Asterocarpa humilis","SW07",0,"South Wales","Asterocarpa","Dale Jetty","Chordata","visual",0,NA,NA,NA,NA
"233","Bunodactis verrucosa","CN01",0,"Southwest England","Aulactinia","Lizard Point","Cnidaria","visual",0,NA,NA,NA,NA
"234","Bunodactis verrucosa","CN02",0,"Southwest England","Aulactinia","Sennen Cove","Cnidaria","visual",0,NA,NA,NA,NA
"235","Bunodactis verrucosa","CN03",0,"Southwest England","Aulactinia","Looe","Cnidaria","visual",0,NA,NA,NA,NA
"236","Bunodactis verrucosa","CN04",0,"Southwest England","Aulactinia","St Ives","Cnidaria","visual",0,NA,NA,NA,NA
"237","Bunodactis verrucosa","CN05",0,"Southwest England","Aulactinia","Trevone","Cnidaria","visual",0,NA,NA,NA,NA
"238","Bunodactis verrucosa","NE01",0,"Northeast England","Aulactinia","Filey Brigg","Cnidaria","visual",0,NA,NA,NA,NA
"239","Bunodactis verrucosa","NE02",0,"Northeast England","Aulactinia","Scalby Mills","Cnidaria","visual",0,NA,NA,NA,NA
"240","Bunodactis verrucosa","NE03",0,"Northeast England","Aulactinia","Rumbling Kern","Cnidaria","visual",0,NA,NA,NA,NA
"241","Bunodactis verrucosa","NE04",0,"Northeast England","Aulactinia","Newton Point","Cnidaria","visual",0,NA,NA,NA,NA
"242","Bunodactis verrucosa","NE05",0,"Northeast England","Aulactinia","Castlehead Rocks","Cnidaria","visual",0,NA,NA,NA,NA
"243","Bunodactis verrucosa","NW01",0,"North Wales","Aulactinia","Little Orme","Cnidaria","visual",0,NA,NA,NA,NA
"244","Bunodactis verrucosa","NW02",0,"North Wales","Aulactinia","Great Orme East","Cnidaria","visual",0,NA,NA,NA,NA
"245","Bunodactis verrucosa","NW03",0,"North Wales","Aulactinia","Menai Bridge","Cnidaria","visual",0,NA,NA,NA,NA
"246","Bunodactis verrucosa","NW04",0,"North Wales","Aulactinia","Porth Swtan","Cnidaria","visual",0,NA,NA,NA,NA
"247","Bunodactis verrucosa","NW05",0,"North Wales","Aulactinia","Rhosneigr","Cnidaria","visual",0,NA,NA,NA,NA
"248","Bunodactis verrucosa","NW06",0,"North Wales","Aulactinia","Porth Oer","Cnidaria","visual",0,NA,NA,NA,NA
"249","Bunodactis verrucosa","SCH01",0,"Scotland","Aulactinia","Scourie","Cnidaria","visual",0,NA,NA,NA,NA
"250","Bunodactis verrucosa","SCH02",0,"Scotland","Aulactinia","Rispond","Cnidaria","visual",0,NA,NA,NA,NA
"251","Bunodactis verrucosa","SCH03",0,"Scotland","Aulactinia","Skerray","Cnidaria","visual",0,NA,NA,NA,NA
"252","Bunodactis verrucosa","SCH04",0,"Scotland","Aulactinia","Murkle Bay","Cnidaria","visual",0,NA,NA,NA,NA
"253","Bunodactis verrucosa","SCH05",0,"Scotland","Aulactinia","Portskerra","Cnidaria","visual",0,NA,NA,NA,NA
"254","Bunodactis verrucosa","SCH07",0,"Scotland","Aulactinia","Sannick","Cnidaria","visual",0,NA,NA,NA,NA
"255","Bunodactis verrucosa","SCH08",0,"Scotland","Aulactinia","Wick","Cnidaria","visual",0,NA,NA,NA,NA
"256","Bunodactis verrucosa","SW01",0,"South Wales","Aulactinia","Aberystwyth","Cnidaria","visual",0,NA,NA,NA,NA
"257","Bunodactis verrucosa","SW02",0,"South Wales","Aulactinia","Neyland","Cnidaria","visual",0,NA,NA,NA,NA
"258","Bunodactis verrucosa","SW03",0,"South Wales","Aulactinia","Broad Haven","Cnidaria","visual",0,NA,NA,NA,NA
"259","Bunodactis verrucosa","SW05",0,"South Wales","Aulactinia","West Angle","Cnidaria","visual",0,NA,NA,NA,NA
"260","Bunodactis verrucosa","SW06",0,"South Wales","Aulactinia","Monkstone Point","Cnidaria","visual",0,NA,NA,NA,NA
"261","Bunodactis verrucosa","SW07",0,"South Wales","Aulactinia","Dale Jetty","Cnidaria","visual",0,NA,NA,NA,NA
"262","Austrominius modestus","CN01",0,"Southwest England","Austrominius","Lizard Point","Arthropoda","visual",0,NA,NA,NA,NA
"263","Austrominius modestus","CN02",0,"Southwest England","Austrominius","Sennen Cove","Arthropoda","visual",0,NA,NA,NA,NA
"264","Austrominius modestus","CN03",6.00000043429426,"Southwest England","Austrominius","Looe","Arthropoda","visual",1,NA,NA,NA,NA
"265","Austrominius modestus","CN04",0,"Southwest England","Austrominius","St Ives","Arthropoda","visual",0,NA,NA,NA,NA
"266","Austrominius modestus","CN05",0,"Southwest England","Austrominius","Trevone","Arthropoda","visual",0,NA,NA,NA,NA
"267","Austrominius modestus","NE01",4.00004342727686,"Northeast England","Austrominius","Filey Brigg","Arthropoda","visual",1,NA,NA,NA,NA
"268","Austrominius modestus","NE02",0,"Northeast England","Austrominius","Scalby Mills","Arthropoda","visual",0,NA,NA,NA,NA
"269","Austrominius modestus","NE03",0,"Northeast England","Austrominius","Rumbling Kern","Arthropoda","visual",0,NA,NA,NA,NA
"270","Austrominius modestus","NE04",0,"Northeast England","Austrominius","Newton Point","Arthropoda","visual",0,NA,NA,NA,NA
"271","Austrominius modestus","NE05",0,"Northeast England","Austrominius","Castlehead Rocks","Arthropoda","visual",0,NA,NA,NA,NA
"272","Austrominius modestus","NW01",7.00000004342945,"North Wales","Austrominius","Little Orme","Arthropoda","visual",1,NA,NA,NA,NA
"273","Austrominius modestus","NW02",6.00000043429426,"North Wales","Austrominius","Great Orme East","Arthropoda","visual",1,NA,NA,NA,NA
"274","Austrominius modestus","NW03",6.00000043429426,"North Wales","Austrominius","Menai Bridge","Arthropoda","visual",1,NA,NA,NA,NA
"275","Austrominius modestus","NW04",5.0000043429231,"North Wales","Austrominius","Porth Swtan","Arthropoda","visual",1,NA,NA,NA,NA
"276","Austrominius modestus","NW05",0,"North Wales","Austrominius","Rhosneigr","Arthropoda","visual",0,NA,NA,NA,NA
"277","Austrominius modestus","NW06",0,"North Wales","Austrominius","Porth Oer","Arthropoda","visual",0,NA,NA,NA,NA
"278","Austrominius modestus","SCH01",0,"Scotland","Austrominius","Scourie","Arthropoda","visual",0,NA,NA,NA,NA
"279","Austrominius modestus","SCH02",0,"Scotland","Austrominius","Rispond","Arthropoda","visual",0,NA,NA,NA,NA
"280","Austrominius modestus","SCH03",0,"Scotland","Austrominius","Skerray","Arthropoda","visual",0,NA,NA,NA,NA
"281","Austrominius modestus","SCH04",0,"Scotland","Austrominius","Murkle Bay","Arthropoda","visual",0,NA,NA,NA,NA
"282","Austrominius modestus","SCH05",0,"Scotland","Austrominius","Portskerra","Arthropoda","visual",0,NA,NA,NA,NA
"283","Austrominius modestus","SCH07",0,"Scotland","Austrominius","Sannick","Arthropoda","visual",0,NA,NA,NA,NA
"284","Austrominius modestus","SCH08",0,"Scotland","Austrominius","Wick","Arthropoda","visual",0,NA,NA,NA,NA
"285","Austrominius modestus","SW01",0,"South Wales","Austrominius","Aberystwyth","Arthropoda","visual",0,NA,NA,NA,NA
"286","Austrominius modestus","SW02",8.00000000434295,"South Wales","Austrominius","Neyland","Arthropoda","visual",1,NA,NA,NA,NA
"287","Austrominius modestus","SW03",7.00000004342945,"South Wales","Austrominius","Broad Haven","Arthropoda","visual",1,NA,NA,NA,NA
"288","Austrominius modestus","SW05",0,"South Wales","Austrominius","West Angle","Arthropoda","visual",0,NA,NA,NA,NA
"289","Austrominius modestus","SW06",7.00000004342945,"South Wales","Austrominius","Monkstone Point","Arthropoda","visual",1,NA,NA,NA,NA
"290","Austrominius modestus","SW07",7.00000004342945,"South Wales","Austrominius","Dale Jetty","Arthropoda","visual",1,NA,NA,NA,NA
"291","Balanus crenatus","CN01",0,"Southwest England","Balanus","Lizard Point","Arthropoda","visual",0,NA,NA,NA,NA
"292","Balanus crenatus","CN02",0,"Southwest England","Balanus","Sennen Cove","Arthropoda","visual",0,NA,NA,NA,NA
"293","Balanus crenatus","CN03",0,"Southwest England","Balanus","Looe","Arthropoda","visual",0,NA,NA,NA,NA
"294","Balanus crenatus","CN04",0,"Southwest England","Balanus","St Ives","Arthropoda","visual",0,NA,NA,NA,NA
"295","Balanus crenatus","CN05",0,"Southwest England","Balanus","Trevone","Arthropoda","visual",0,NA,NA,NA,NA
"296","Balanus crenatus","NE01",0,"Northeast England","Balanus","Filey Brigg","Arthropoda","visual",0,NA,NA,NA,NA
"297","Balanus crenatus","NE02",0,"Northeast England","Balanus","Scalby Mills","Arthropoda","visual",0,NA,NA,NA,NA
"298","Balanus crenatus","NE03",0,"Northeast England","Balanus","Rumbling Kern","Arthropoda","visual",0,NA,NA,NA,NA
"299","Balanus crenatus","NE04",0,"Northeast England","Balanus","Newton Point","Arthropoda","visual",0,NA,NA,NA,NA
"300","Balanus crenatus","NE05",0,"Northeast England","Balanus","Castlehead Rocks","Arthropoda","visual",0,NA,NA,NA,NA
"301","Balanus crenatus","NW01",0,"North Wales","Balanus","Little Orme","Arthropoda","visual",0,NA,NA,NA,NA
"302","Balanus crenatus","NW02",0,"North Wales","Balanus","Great Orme East","Arthropoda","visual",0,NA,NA,NA,NA
"303","Balanus crenatus","NW03",6.00000043429426,"North Wales","Balanus","Menai Bridge","Arthropoda","visual",1,NA,NA,NA,NA
"304","Balanus crenatus","NW04",0,"North Wales","Balanus","Porth Swtan","Arthropoda","visual",0,NA,NA,NA,NA
"305","Balanus crenatus","NW05",0,"North Wales","Balanus","Rhosneigr","Arthropoda","visual",0,NA,NA,NA,NA
"306","Balanus crenatus","NW06",0,"North Wales","Balanus","Porth Oer","Arthropoda","visual",0,NA,NA,NA,NA
"307","Balanus crenatus","SCH01",0,"Scotland","Balanus","Scourie","Arthropoda","visual",0,NA,NA,NA,NA
"308","Balanus crenatus","SCH02",0,"Scotland","Balanus","Rispond","Arthropoda","visual",0,NA,NA,NA,NA
"309","Balanus crenatus","SCH03",0,"Scotland","Balanus","Skerray","Arthropoda","visual",0,NA,NA,NA,NA
"310","Balanus crenatus","SCH04",0,"Scotland","Balanus","Murkle Bay","Arthropoda","visual",0,NA,NA,NA,NA
"311","Balanus crenatus","SCH05",0,"Scotland","Balanus","Portskerra","Arthropoda","visual",0,NA,NA,NA,NA
"312","Balanus crenatus","SCH07",0,"Scotland","Balanus","Sannick","Arthropoda","visual",0,NA,NA,NA,NA
"313","Balanus crenatus","SCH08",0,"Scotland","Balanus","Wick","Arthropoda","visual",0,NA,NA,NA,NA
"314","Balanus crenatus","SW01",0,"South Wales","Balanus","Aberystwyth","Arthropoda","visual",0,NA,NA,NA,NA
"315","Balanus crenatus","SW02",5.0000043429231,"South Wales","Balanus","Neyland","Arthropoda","visual",1,NA,NA,NA,NA
"316","Balanus crenatus","SW03",0,"South Wales","Balanus","Broad Haven","Arthropoda","visual",0,NA,NA,NA,NA
"317","Balanus crenatus","SW05",0,"South Wales","Balanus","West Angle","Arthropoda","visual",0,NA,NA,NA,NA
"318","Balanus crenatus","SW06",0,"South Wales","Balanus","Monkstone Point","Arthropoda","visual",0,NA,NA,NA,NA
"319","Balanus crenatus","SW07",5.0000043429231,"South Wales","Balanus","Dale Jetty","Arthropoda","visual",1,NA,NA,NA,NA
"320","Bifurcaria bifurcata","CN01",6.02236781302845,"Southwest England","Bifurcaria","Lizard Point","Ochrophyta","visual",1,NA,NA,NA,NA
"321","Bifurcaria bifurcata","CN02",6.02236781302845,"Southwest England","Bifurcaria","Sennen Cove","Ochrophyta","visual",1,NA,NA,NA,NA
"322","Bifurcaria bifurcata","CN03",0,"Southwest England","Bifurcaria","Looe","Ochrophyta","visual",0,NA,NA,NA,NA
"323","Bifurcaria bifurcata","CN04",5.04439411935845,"Southwest England","Bifurcaria","St Ives","Ochrophyta","visual",1,NA,NA,NA,NA
"324","Bifurcaria bifurcata","CN05",7.01122725542325,"Southwest England","Bifurcaria","Trevone","Ochrophyta","visual",1,NA,NA,NA,NA
"325","Bifurcaria bifurcata","NE01",0,"Northeast England","Bifurcaria","Filey Brigg","Ochrophyta","visual",0,NA,NA,NA,NA
"326","Bifurcaria bifurcata","NE02",0,"Northeast England","Bifurcaria","Scalby Mills","Ochrophyta","visual",0,NA,NA,NA,NA
"327","Bifurcaria bifurcata","NE03",0,"Northeast England","Bifurcaria","Rumbling Kern","Ochrophyta","visual",0,NA,NA,NA,NA
"328","Bifurcaria bifurcata","NE04",0,"Northeast England","Bifurcaria","Newton Point","Ochrophyta","visual",0,NA,NA,NA,NA
"329","Bifurcaria bifurcata","NE05",0,"Northeast England","Bifurcaria","Castlehead Rocks","Ochrophyta","visual",0,NA,NA,NA,NA
"330","Bifurcaria bifurcata","NW01",0,"North Wales","Bifurcaria","Little Orme","Ochrophyta","visual",0,NA,NA,NA,NA
"331","Bifurcaria bifurcata","NW02",0,"North Wales","Bifurcaria","Great Orme East","Ochrophyta","visual",0,NA,NA,NA,NA
"332","Bifurcaria bifurcata","NW03",0,"North Wales","Bifurcaria","Menai Bridge","Ochrophyta","visual",0,NA,NA,NA,NA
"333","Bifurcaria bifurcata","NW04",0,"North Wales","Bifurcaria","Porth Swtan","Ochrophyta","visual",0,NA,NA,NA,NA
"334","Bifurcaria bifurcata","NW05",0,"North Wales","Bifurcaria","Rhosneigr","Ochrophyta","visual",0,NA,NA,NA,NA
"335","Bifurcaria bifurcata","NW06",0,"North Wales","Bifurcaria","Porth Oer","Ochrophyta","visual",0,NA,NA,NA,NA
"336","Bifurcaria bifurcata","SCH01",0,"Scotland","Bifurcaria","Scourie","Ochrophyta","visual",0,NA,NA,NA,NA
"337","Bifurcaria bifurcata","SCH02",0,"Scotland","Bifurcaria","Rispond","Ochrophyta","visual",0,NA,NA,NA,NA
"338","Bifurcaria bifurcata","SCH03",0,"Scotland","Bifurcaria","Skerray","Ochrophyta","visual",0,NA,NA,NA,NA
"339","Bifurcaria bifurcata","SCH04",0,"Scotland","Bifurcaria","Murkle Bay","Ochrophyta","visual",0,NA,NA,NA,NA
"340","Bifurcaria bifurcata","SCH05",0,"Scotland","Bifurcaria","Portskerra","Ochrophyta","visual",0,NA,NA,NA,NA
"341","Bifurcaria bifurcata","SCH07",0,"Scotland","Bifurcaria","Sannick","Ochrophyta","visual",0,NA,NA,NA,NA
"342","Bifurcaria bifurcata","SCH08",0,"Scotland","Bifurcaria","Wick","Ochrophyta","visual",0,NA,NA,NA,NA
"343","Bifurcaria bifurcata","SW01",0,"South Wales","Bifurcaria","Aberystwyth","Ochrophyta","visual",0,NA,NA,NA,NA
"344","Bifurcaria bifurcata","SW02",0,"South Wales","Bifurcaria","Neyland","Ochrophyta","visual",0,NA,NA,NA,NA
"345","Bifurcaria bifurcata","SW03",6.02236781302845,"South Wales","Bifurcaria","Broad Haven","Ochrophyta","visual",1,NA,NA,NA,NA
"346","Bifurcaria bifurcata","SW05",4.08746284125034,"South Wales","Bifurcaria","West Angle","Ochrophyta","visual",1,NA,NA,NA,NA
"347","Bifurcaria bifurcata","SW06",0,"South Wales","Bifurcaria","Monkstone Point","Ochrophyta","visual",0,NA,NA,NA,NA
"348","Bifurcaria bifurcata","SW07",0,"South Wales","Bifurcaria","Dale Jetty","Ochrophyta","visual",0,NA,NA,NA,NA
"349","Botrylloides diegensis","CN01",0,"Southwest England","Botrylloides","Lizard Point","Chordata","visual",0,NA,NA,NA,NA
"350","Botrylloides diegensis","CN02",0,"Southwest England","Botrylloides","Sennen Cove","Chordata","visual",0,NA,NA,NA,NA
"351","Botrylloides diegensis","CN03",0,"Southwest England","Botrylloides","Looe","Chordata","visual",0,NA,NA,NA,NA
"352","Botrylloides diegensis","CN04",0,"Southwest England","Botrylloides","St Ives","Chordata","visual",0,NA,NA,NA,NA
"353","Botrylloides diegensis","CN05",0,"Southwest England","Botrylloides","Trevone","Chordata","visual",0,NA,NA,NA,NA
"354","Botrylloides diegensis","NE01",0,"Northeast England","Botrylloides","Filey Brigg","Chordata","visual",0,NA,NA,NA,NA
"355","Botrylloides diegensis","NE02",0,"Northeast England","Botrylloides","Scalby Mills","Chordata","visual",0,NA,NA,NA,NA
"356","Botrylloides diegensis","NE03",0,"Northeast England","Botrylloides","Rumbling Kern","Chordata","visual",0,NA,NA,NA,NA
"357","Botrylloides diegensis","NE04",0,"Northeast England","Botrylloides","Newton Point","Chordata","visual",0,NA,NA,NA,NA
"358","Botrylloides diegensis","NE05",0,"Northeast England","Botrylloides","Castlehead Rocks","Chordata","visual",0,NA,NA,NA,NA
"359","Botrylloides diegensis","NW01",0,"North Wales","Botrylloides","Little Orme","Chordata","visual",0,NA,NA,NA,NA
"360","Botrylloides diegensis","NW02",0,"North Wales","Botrylloides","Great Orme East","Chordata","visual",0,NA,NA,NA,NA
"361","Botrylloides diegensis","NW03",0,"North Wales","Botrylloides","Menai Bridge","Chordata","visual",0,NA,NA,NA,NA
"362","Botrylloides diegensis","NW04",0,"North Wales","Botrylloides","Porth Swtan","Chordata","visual",0,NA,NA,NA,NA
"363","Botrylloides diegensis","NW05",0,"North Wales","Botrylloides","Rhosneigr","Chordata","visual",0,NA,NA,NA,NA
"364","Botrylloides diegensis","NW06",0,"North Wales","Botrylloides","Porth Oer","Chordata","visual",0,NA,NA,NA,NA
"365","Botrylloides diegensis","SCH01",0,"Scotland","Botrylloides","Scourie","Chordata","visual",0,NA,NA,NA,NA
"366","Botrylloides diegensis","SCH02",0,"Scotland","Botrylloides","Rispond","Chordata","visual",0,NA,NA,NA,NA
"367","Botrylloides diegensis","SCH03",0,"Scotland","Botrylloides","Skerray","Chordata","visual",0,NA,NA,NA,NA
"368","Botrylloides diegensis","SCH04",0,"Scotland","Botrylloides","Murkle Bay","Chordata","visual",0,NA,NA,NA,NA
"369","Botrylloides diegensis","SCH05",0,"Scotland","Botrylloides","Portskerra","Chordata","visual",0,NA,NA,NA,NA
"370","Botrylloides diegensis","SCH07",0,"Scotland","Botrylloides","Sannick","Chordata","visual",0,NA,NA,NA,NA
"371","Botrylloides diegensis","SCH08",0,"Scotland","Botrylloides","Wick","Chordata","visual",0,NA,NA,NA,NA
"372","Botrylloides diegensis","SW01",0,"South Wales","Botrylloides","Aberystwyth","Chordata","visual",0,NA,NA,NA,NA
"373","Botrylloides diegensis","SW02",0,"South Wales","Botrylloides","Neyland","Chordata","visual",0,NA,NA,NA,NA
"374","Botrylloides diegensis","SW03",0,"South Wales","Botrylloides","Broad Haven","Chordata","visual",0,NA,NA,NA,NA
"375","Botrylloides diegensis","SW05",0,"South Wales","Botrylloides","West Angle","Chordata","visual",0,NA,NA,NA,NA
"376","Botrylloides diegensis","SW06",0,"South Wales","Botrylloides","Monkstone Point","Chordata","visual",0,NA,NA,NA,NA
"377","Botrylloides diegensis","SW07",0,"South Wales","Botrylloides","Dale Jetty","Chordata","visual",0,NA,NA,NA,NA
"378","Botrylloides violaceus","CN01",0,"Southwest England","Botrylloides","Lizard Point","Chordata","visual",0,NA,NA,NA,NA
"379","Botrylloides violaceus","CN02",0,"Southwest England","Botrylloides","Sennen Cove","Chordata","visual",0,NA,NA,NA,NA
"380","Botrylloides violaceus","CN03",0,"Southwest England","Botrylloides","Looe","Chordata","visual",0,NA,NA,NA,NA
"381","Botrylloides violaceus","CN04",0,"Southwest England","Botrylloides","St Ives","Chordata","visual",0,NA,NA,NA,NA
"382","Botrylloides violaceus","CN05",0,"Southwest England","Botrylloides","Trevone","Chordata","visual",0,NA,NA,NA,NA
"383","Botrylloides violaceus","NE01",0,"Northeast England","Botrylloides","Filey Brigg","Chordata","visual",0,NA,NA,NA,NA
"384","Botrylloides violaceus","NE02",0,"Northeast England","Botrylloides","Scalby Mills","Chordata","visual",0,NA,NA,NA,NA
"385","Botrylloides violaceus","NE03",0,"Northeast England","Botrylloides","Rumbling Kern","Chordata","visual",0,NA,NA,NA,NA
"386","Botrylloides violaceus","NE04",0,"Northeast England","Botrylloides","Newton Point","Chordata","visual",0,NA,NA,NA,NA
"387","Botrylloides violaceus","NE05",0,"Northeast England","Botrylloides","Castlehead Rocks","Chordata","visual",0,NA,NA,NA,NA
"388","Botrylloides violaceus","NW01",0,"North Wales","Botrylloides","Little Orme","Chordata","visual",0,NA,NA,NA,NA
"389","Botrylloides violaceus","NW02",0,"North Wales","Botrylloides","Great Orme East","Chordata","visual",0,NA,NA,NA,NA
